Countries,Arrival city,Stay before hajj-,Arrival type,Arrival date,Num of pilgrims
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-24,386
"جمهورية السنغال,المدينة المنورة,المدينة - مكة,جو,2025-05-23,418"
"جمهورية السنغال,المدينة المنورة,المدينة - مكة,جو,2025-05-26,481"
جمهورية توجو,المدينة المنورة,المدينة - مكة,جو,2025-05-17,148
"جمهورية السنغال,المدينة المنورة,المدينة - مكة,جو,2025-05-17,92"
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-18,122
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-18,238
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-18,150
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-18,139
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-19,14
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-18,206
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,1
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-28,127
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-19,145
"جمهورية السنغال,المدينة المنورة,المدينة - مكة,جو,2025-05-19,138"
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,147
الجمهورية التركية,المدينة المنورة,المدينة - مكة,جو,2025-05-19,48
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-21,140
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-21,140
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,147
الجمهورية الإسلامية الإيرانية,جدة,مكة,جو,2025-05-22,155
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-23,253
الجمهورية اليمنية,المدينة المنورة,المدينة - مكة,جو,2025-05-22,122
"المملكة المغربية,المدينة المنورة,المدينة - مكة,جو,2025-05-22,27"
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-23,184
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-24,183
جمهورية روسيا الاتحادية,المدينة المنورة,المدينة - مكة,جو,2025-05-24,229
جمهورية روسيا الاتحادية,المدينة المنورة,المدينة - مكة,جو,2025-05-24,259
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,141
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-24,220
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,229
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-27,180
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-30,97
جمهورية روسيا الاتحادية,جدة,مكة,جو,2025-05-26,2
جمهورية روسيا الاتحادية,جدة,مكة,جو,2025-05-25,9
جمهورية نيجيريا الفيدرالية,جدة,مكة,جو,2025-05-28,2
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-23,288
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-26,142
دولة ليبيا,المدينة المنورة,المدينة - مكة,جو,2025-05-26,307
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-27,213
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-27,8
الجمهورية الإسلامية الإيرانية,جدة,مكة,جو,2025-05-16,285
مانيمار,جدة,مكة,جو,2025-05-16,439
جمهورية الهند,جدة,مكة,جو,2025-05-16,402
جمهورية الهند,جدة,مكة,جو,2025-05-17,402
جمهورية الهند,جدة,مكة,جو,2025-05-25,439
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-28,19
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-29,12
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-29,3
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-31,20
"جمهورية السنغال,المدينة المنورة,المدينة - مكة,جو,2025-05-16,424"
الجمهورية العربية السورية,المدينة المنورة,المدينة - مكة,جو,2025-05-16,235
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-17,364
جمهورية إندونيسيا,المدينة المنورة,المدينة - مكة,جو,2025-05-17,367
الجمهورية الجزائرية الديمقراطية الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,264
الجمهورية الجزائرية الديمقراطية الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-21,265
الجمهورية التونسية,المدينة المنورة,المدينة - مكة,جو,2025-05-21,2
الجمهورية التونسية,المدينة المنورة,المدينة - مكة,جو,2025-05-22,179
جمهورية مالي,المدينة المنورة,المدينة - مكة,جو,2025-05-22,277
جمهورية تنزانيا المتحدة,المدينة المنورة,المدينة - مكة,جو,2025-05-24,79
"المملكة المغربية,المدينة المنورة,المدينة - مكة,جو,2025-05-24,271"
جمهورية نيجيريا الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,334
"المملكة المغربية,المدينة المنورة,المدينة - مكة,جو,2025-05-27,134"
"المملكة المغربية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,45"
جمهورية نيجيريا الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,627
جمهورية كازاخستان,المدينة المنورة,المدينة - مكة,جو,2025-05-28,2
سلطنة عمان,المدينة المنورة,المدينة - مكة,جو,2025-05-29,310
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-29,1
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-30,23
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,342
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,3
جمهورية الكاميرون,المدينة المنورة,المدينة - مكة,جو,2025-05-23,555
جمهورية نيجيريا الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-23,250
جمهورية نيجيريا الفيدرالية,جدة,مكة,جو,2025-05-17,230
الجمهورية التونسية,جدة,مكة,جو,2025-05-29,287
" أفغانستان  ,جدة,مكة,جو,2025-05-29,375"
جمهورية الهند,جدة,مكة,جو,2025-05-23,543
جمهورية الهند,جدة,مكة,جو,2025-05-18,289
جمهورية نيجيريا الفيدرالية,جدة,مكة,جو,2025-05-18,392
جمهورية الهند,جدة,مكة,جو,2025-05-19,392
جمهورية الهند,جدة,مكة,جو,2025-05-19,248
جمهورية الهند,جدة,مكة,جو,2025-05-22,342
الجمهورية العربية السورية,جدة,مكة,جو,2025-05-24,345
الجمهورية العربية السورية,جدة,مكة,جو,2025-05-30,351
الجمهورية العربية السورية,جدة,مكة,جو,2025-06-01,5
الجمهورية العربية السورية,جدة,مكة,جو,2025-06-01,91
مملكة البحرين,جدة,مكة,جو,2025-06-01,278
جمهورية السودان,المدينة المنورة,المدينة - مكة,جو,2025-05-26,147
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-26,382
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-27,316
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-29,146
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-29,324
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-27,405
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-27,255
جمهورية المالديف,جدة,مكة,جو,2025-05-27,142
جمهورية مقدونيا الشمالية ,جدة,مكة,جو,2025-05-27,93
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-24,233
جمهورية السودان,المدينة المنورة,المدينة - مكة,جو,2025-05-25,447
الجمهورية التركية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,277
الجمهورية التركية,المدينة المنورة,المدينة - مكة,جو,2025-05-27,268
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-26,248
الجمهورية التركية,جدة,مكة,جو,2025-05-23,147
الجمهورية العربية السورية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,132
الجمهورية اليمنية,جدة,مكة,جو,2025-05-31,240
جمهورية الصومال الفيدرالية,جدة,مكة,جو,2025-06-01,249
جمهورية بنجلاديش الشعبية,جدة,مكة,جو,2025-05-31,4
الجمهورية العربية السورية,جدة,مكة,جو,2025-05-31,121
